Cluster,Id,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
0,4588215459.148149,1628.2328042328043,1.1105291010940042,1.0997883605046403,0.010728957161070795,0.06481481496264382,0.05867724849906545,0.9369312145959131,0.0008465608276387038,1.5026455026455026,1.3015873015873016,65.41269841269842,1115.015873015873,1633.2698412698412
1,6039470513.491228,15169.982456140351,11.469122744443126,11.386315738945678,0.5835503193370084,5.462280698251304,1.3003508768191463,4.676842145752487,0.0029824561063657197,71.17543859649123,46.35087719298246,237.9298245614035,892.3157894736842,3399.315789473684
2,4283626592.3838863,8622.530805687204,6.007582945281295,5.923317542008314,0.22136572923211126,1.0240284322421134,0.6328436003123981,4.157156389259614,0.0025592416666129813,15.431279620853081,14.62085308056872,245.4834123222749,915.8483412322275,2360.8104265402844
