Component1,Component2
0.869468191091503,-0.433112847143861
3.22068167230542,-0.676962790079707
1.73935372127712,-0.820604436765726
1.54239878163526,-0.379672501908504
1.21460406308312,-0.208137499188456
0.888050124528674,-0.469723088494038
1.21364382736275,-0.576852895130504
1.33518457063495,-0.227816369688818
1.1271369770031,-0.572452034998324
0.85401247130996,-0.304768398335445
2.04587131062365,-0.646864419694135
2.15362323813272,-0.819965642363872
1.03380730923188,-0.545616009219532
0.46662267307045,-0.208343409066509
1.40734386920146,-0.243758699874092
1.28471524358107,-0.549199115481111
0.785076107873509,-0.267832103854183
0.826954217200918,-0.436304502229407
-2.97407865473145,-0.177287489464001
-1.72366094040214,-0.190662166957657
-2.16557697703312,0.0547067537885012
-1.73062973322677,-0.17842124186395
-1.79737974641288,-0.124175581239924
-1.96363817540091,-0.0296470108331785
-1.88375026043707,-0.08763570885354
-1.00443174465787,-0.251094279753664
-0.0530610118848231,-0.815842953808418
-1.88657967380013,-0.0897107729301729
-1.38864611645189,-0.332208010885318
1.7276625935829,-1.41591894103228
-1.97460915863284,-0.0412999314480228
-2.10380037272347,0.0243189344182509
-2.08686480796523,0.0227373755761706
-0.847481232041201,-0.472186600272504
-1.41357463268627,-0.281826844211219
-0.944865099447915,-0.262472651551478
-0.0921609269593492,-0.724822483441827
-1.2970152738354,-0.538348295473714
1.20016046554805,-0.796743530579814
4.86071638626254,2.39341803986971
2.73843269008166,-0.167290614255592
-1.01680231284094,0.29416835803722
1.17271876793336,0.461466356626822
0.717689753970228,0.921528473890592
1.57705509348558,0.942128448669078
0.606614016700387,0.89097907060518
2.33387120626659,1.51978685695343
-2.47617821460313,-0.179263779471328
0.00939277579685888,-0.432620958983546
-0.429700476637701,-0.648889558649731
-1.36689084008354,-0.207116282584485
-2.40362587609411,0.267157623619302
-2.40362587609411,0.267157623619302
-2.39910172618694,0.264476957449401
-0.14246616697785,-0.757627722222607
-0.592488955357766,-0.535892821780435
-0.766824777783151,-0.409456253095164
-0.0575164084638022,-0.813287364981008
-0.453863990194907,-0.614986553261904
-2.86778728137434,-0.0292679508839693
-0.403615869337903,0.102124602783241
0.0936250376927375,-0.402257710233663
-0.865067442127097,-0.00489695321734976
-1.10305779599882,0.0723875355939452
-1.19950458835066,0.129261185052861
-1.54694087785951,0.243490887935421
-1.75753641521194,0.339251649791607
-1.84879440038132,0.366701749160471
-0.977391548557684,0.279939209660395
-1.08551428065577,0.0701245834542661
-1.52945639959808,0.262458105957739
-2.58850560126179,0.129860105787133
2.4202563840994,-0.204533553713887
-0.384150416398608,-0.533476661953406
1.40635611153836,-0.282346340620473
2.65824577284386,-0.32315654292409
1.79832009248069,0.15618277003266
2.71190030925274,0.175866165839741
3.92061581519439,0.622163130906236
2.06029264156302,-0.596759637739535
2.990968707359,-0.641830430192961
1.07181085138637,-0.400450548331945
1.4749427067666,-0.27437210847816
-0.48813014253105,-0.173298117218607
-1.44722925219638,-0.356789574499193
-2.04754069315717,-0.0413543039411642
-1.68380472283245,-0.207704077572099
-0.382034636583114,-0.800931774243733
-0.624852038655116,-0.718199866508884
-1.28758922370575,-0.439184848695141
-1.41525710385931,-0.381766556493754
-1.22035832911296,-0.428860157553526
-1.30548955203674,-0.437732395366533
-0.774223666699898,-0.645071038330851
-1.33916335995005,-0.38366467850955
-2.40990763215604,-0.214800731477299
-2.41488717601124,0.259965863900341
-2.41488717601124,0.259965863900341
-2.41488717601124,0.259965863900341
-2.41488717601124,0.259965863900341
-0.842037507518191,-0.412066466210705
0.0647461155505704,-0.891458113552545
-1.72743711924335,-0.0643898013822164
-1.21641844475031,-0.293440057858713
-0.656219965331296,-0.226909858258876
-1.61092298683517,-0.110274822421175
1.31016648968009,-1.18337521265476
-2.10320077157613,-0.226974855254731
0.68059647380201,0.715000449623205
1.09863970981241,0.0734529554108825
-0.20124519263315,-0.665457241462776
0.140033693551658,0.16550367260857
2.60612250064867,-0.725721861123858
0.192488697401412,-0.89856880546846
0.87097417463188,-0.100916703217443
0.843923876557456,-0.603597736190076
0.908057094346134,0.445783802432088
1.19480124397149,-0.131792187324155
0.744030668659877,-0.841729996584117
2.54613586639528,-0.637416935537883
0.858172865650384,-0.839256037414767
0.593357848755437,0.616538330380157
-2.86778728137434,-0.0292679508839693
-2.13229906016694,0.091146126161957
-1.33651211167921,-0.390344073764936
0.229950357889723,-0.577306153658467
0.902659157757237,-0.52376942849231
0.475876454672301,-1.12999775783089
0.284609352926385,-1.11383217272369
0.808812220481616,-0.703534333041259
0.261035990161402,-1.08727222562167
2.08333765466012,-0.799519116109432
-0.497125955705154,-0.468259021938498
0.156111150103191,-1.09638487770414
-3.06314635384988,-0.154029347747688
-2.12307262163675,0.446326246182988
-2.12307262163675,0.446326246182988
-2.12307262163675,0.446326246182988
2.57215241887116,17.0587434732185
1.21596975112761,-1.71361231650237
-2.12307262163675,0.446326246182988
-2.12307262163675,0.446326246182988
-0.289916666541731,-1.86590744130255
-0.219938570691414,-0.834606563300499
0.647732615692776,-0.896433924918299
-0.466437205185049,-0.753832069377319
-0.100040457855082,-0.393016880655973
-0.672200723837907,-0.591832075467618
0.270132995725679,-0.741223336329843
0.469514164628421,-0.689953416299544
-0.36377603728085,-0.744168413519962
0.903939007700841,-0.770491268953898
-0.833964020060511,-0.337004462421659
-1.14736096284439,-0.499271005183595
-0.0756015461342844,-0.865754648680632
1.11582301472087,-0.531592022425602
1.17130092046633,-0.110283522327842
1.30182575410503,-0.35846253170857
2.07748142324651,-0.289434353287563
-0.0460567322875626,1.37635449250814
0.524899706889337,1.68439705472803
1.7715612279418,-0.234692338087549
-1.28728472513791,-0.0434658632846778
-1.5124567420776,-0.305244824703391
-2.78216959784382,-0.190091529762218
0.152500193134847,-0.295407864043826
-0.863597213403363,0.031808470378576
-0.830213995735356,0.0422924574567076
0.171003655921814,0.0543774482159544
2.42678828063584,-0.194441151813029
0.531311676023688,0.396079794626188
-2.00494733134512,0.459930591950756
-0.555092317149808,0.482675608843053
0.662591588017061,0.477037957176022
0.190173068816367,0.438760871460684
-0.289197701637878,0.489855208356047
-0.365759116725812,0.501468403035977
-1.73345518223927,0.363769608568744
-0.237475984962986,0.70907138392063
-0.573522919797644,0.696846959502502
-0.0308538390725326,0.573913105836904
0.170138317485822,1.8774226293799
-0.302552834238559,-0.0197620862526967
0.347610915538441,-0.166697633978448
1.16253627673302,0.539913548940677
0.459356417895482,0.38748250248178
-0.26759781637755,0.386583501345427
0.446816984011713,-0.257975189382093
0.345827832394144,0.558302558617836
0.326092316632407,0.368793473776177
0.663275063618395,-0.341304036857131
0.368435582624699,-0.104410593390615
1.89842573110118,0.612998510531991
0.9433780204875,0.0879818260661296
-0.126375451125372,0.0886077737643461
-0.955812266664322,0.120468702873168
-2.83988613825159,-0.018234644345698
-2.19308852981721,0.401612261843359
-2.19308852981721,0.401612261843359
0.55767957834367,-0.0396784023374544
-2.19357815155273,0.401299576638187
-1.53142783611764,0.96256121285262
-2.19357815155273,0.401299576638187
-1.873731153964,0.275573696260527
-2.19308852981721,0.401612261843359
-2.17697170208332,0.39473225255182
-1.46863030386208,0.182741790823893
-0.403298047829944,-0.255901817742498
0.185462811789994,-0.170256035948633
-2.183397719088,0.401104392737783
-2.19357815155273,0.401299576638187
-2.19357815155273,0.401299576638187
-1.40883437342131,0.0862263010570299
-2.18770998652873,0.398262048943708
-0.52446009145729,-0.202780226755882
-0.527783333356653,-0.182613884059291
-2.19357815155273,0.401299576638187
-2.19357815155273,0.401299576638187
-2.19357815155273,0.401299576638187
-2.19357815155273,0.401299576638187
-2.19357815155273,0.401299576638187
-2.19357815155273,0.401299576638187
-2.18290285208451,0.395496851931232
-2.18933698618263,0.398703441310861
0.375590630103366,2.9393345605644
-1.62747455211682,0.183541496511801
-1.03523222119668,0.156742376263901
-0.070881911581587,-0.361087999427253
-2.73286417205169,-0.0298721581766684
-0.441246544029533,-0.248469545485306
0.418430770397123,-0.404811942190397
0.28594721603447,-0.25291651473209
0.758993581222663,-0.26565665605531
0.463740105811867,-0.585665604029268
0.568884017539874,0.21668596390919
1.03522291133891,0.0285695662803551
0.517869561318166,-0.51416712409761
1.29747732405964,0.301493747432422
0.693097318597311,-0.586436426958777
0.00138726295148008,-0.545342812433631
-3.06314635384988,-0.154029347747688
-2.14363673452891,0.433193467565754
-2.14363673452891,0.433193467565754
